"","lat","long","state","county","county_state","elevation"
"1",36.6,-83.56,"virginia","lee","lee, virginia",1513.57
"2",36.6,-83.5,"virginia","lee","lee, virginia",1738.02
"3",36.6,-83.44,"virginia","lee","lee, virginia",1709.66
"4",36.66,-83.44,"virginia","lee","lee, virginia",2103.98
"5",36.6,-83.38,"virginia","lee","lee, virginia",1561.05
"6",36.66,-83.38,"virginia","lee","lee, virginia",1599.98
"7",36.6,-83.32,"virginia","lee","lee, virginia",1345.15
"8",36.66,-83.32,"virginia","lee","lee, virginia",1637.99
"9",36.6,-83.26,"virginia","lee","lee, virginia",1846.92
"10",36.66,-83.26,"virginia","lee","lee, virginia",1555.97
"11",36.6,-83.2,"virginia","lee","lee, virginia",1456.79
"12",36.66,-83.2,"virginia","lee","lee, virginia",1352.01
"13",36.72,-83.2,"virginia","lee","lee, virginia",1586.98
"14",36.6,-83.14,"virginia","lee","lee, virginia",1641.8
"15",36.66,-83.14,"virginia","lee","lee, virginia",1630.03
"16",36.72,-83.14,"virginia","lee","lee, virginia",1578.99
"17",36.6,-83.08,"virginia","lee","lee, virginia",1197.61
"18",36.66,-83.08,"virginia","lee","lee, virginia",1538.95
"19",36.72,-83.08,"virginia","lee","lee, virginia",1993.42
"20",36.78,-83.08,"virginia","lee","lee, virginia",1962.99
"21",36.6,-83.02,"virginia","lee","lee, virginia",1416.27
"22",36.66,-83.02,"virginia","lee","lee, virginia",1512.87
"23",36.72,-83.02,"virginia","lee","lee, virginia",1441.4
"24",36.78,-83.02,"virginia","lee","lee, virginia",1844.05
"25",36.84,-83.02,"virginia","lee","lee, virginia",2121.01
"26",36.6,-82.96,"virginia","scott","scott, virginia",1242.28
"27",36.66,-82.96,"virginia","scott","scott, virginia",2235.01
"28",36.72,-82.96,"virginia","lee","lee, virginia",1887.08
"29",36.78,-82.96,"virginia","lee","lee, virginia",1596
"30",36.84,-82.96,"virginia","lee","lee, virginia",1988.14
"31",36.6,-82.9,"virginia","scott","scott, virginia",1370.38
"32",36.66,-82.9,"virginia","scott","scott, virginia",1592.8
"33",36.72,-82.9,"virginia","lee","lee, virginia",2068.95
"34",36.78,-82.9,"virginia","lee","lee, virginia",1517.51
"35",36.84,-82.9,"virginia","lee","lee, virginia",2160.42
"36",36.6,-82.84,"virginia","scott","scott, virginia",1529.97
"37",36.66,-82.84,"virginia","scott","scott, virginia",1533.51
"38",36.72,-82.84,"virginia","scott","scott, virginia",2293.84
"39",36.78,-82.84,"virginia","lee","lee, virginia",2494.99
"40",36.84,-82.84,"virginia","wise","wise, virginia",1873.58
"41",36.9,-82.84,"virginia","wise","wise, virginia",2194.73
"42",36.96,-82.84,"virginia","wise","wise, virginia",2578.14
"43",36.6,-82.78,"virginia","scott","scott, virginia",1515.1
"44",36.66,-82.78,"virginia","scott","scott, virginia",1761.46
"45",36.72,-82.78,"virginia","scott","scott, virginia",1504.87
"46",36.78,-82.78,"virginia","scott","scott, virginia",3023.54
"47",36.84,-82.78,"virginia","wise","wise, virginia",2345.03
"48",36.9,-82.78,"virginia","wise","wise, virginia",1799.62
"49",36.96,-82.78,"virginia","wise","wise, virginia",2218.54
"50",36.6,-82.72,"virginia","scott","scott, virginia",1429.95
"51",36.66,-82.72,"virginia","scott","scott, virginia",1611.88
"52",36.72,-82.72,"virginia","scott","scott, virginia",1582.69
"53",36.78,-82.72,"virginia","scott","scott, virginia",2103.51
"54",36.84,-82.72,"virginia","wise","wise, virginia",2130.26
"55",36.9,-82.72,"virginia","wise","wise, virginia",3008.49
"56",36.96,-82.72,"virginia","wise","wise, virginia",2327.24
"57",37.02,-82.72,"virginia","wise","wise, virginia",2714.37
"58",36.6,-82.66,"virginia","scott","scott, virginia",1478.62
"59",36.66,-82.66,"virginia","scott","scott, virginia",1527.72
"60",36.72,-82.66,"virginia","scott","scott, virginia",1513.46
"61",36.78,-82.66,"virginia","scott","scott, virginia",1738.98
"62",36.84,-82.66,"virginia","wise","wise, virginia",3401.94
"63",36.9,-82.66,"virginia","wise","wise, virginia",2061.91
"64",36.96,-82.66,"virginia","wise","wise, virginia",2465.29
"65",37.02,-82.66,"virginia","wise","wise, virginia",2447.35
"66",37.08,-82.66,"virginia","wise","wise, virginia",1715.25
"67",37.14,-82.66,"virginia","wise","wise, virginia",2700.7
"68",36.6,-82.6,"virginia","scott","scott, virginia",1431.12
"69",36.66,-82.6,"virginia","scott","scott, virginia",1816.94
"70",36.72,-82.6,"virginia","scott","scott, virginia",2037.83
"71",36.78,-82.6,"virginia","scott","scott, virginia",1501.91
"72",36.84,-82.6,"virginia","scott","scott, virginia",2283.5
"73",36.9,-82.6,"virginia","wise","wise, virginia",3264.45
"74",36.96,-82.6,"virginia","wise","wise, virginia",2317.31
"75",37.02,-82.6,"virginia","wise","wise, virginia",2558.87
"76",37.08,-82.6,"virginia","wise","wise, virginia",1705.05
"77",37.14,-82.6,"virginia","wise","wise, virginia",1565.18
"78",36.6,-82.54,"virginia","scott","scott, virginia",1310.8
"79",36.66,-82.54,"virginia","scott","scott, virginia",1317.63
"80",36.72,-82.54,"virginia","scott","scott, virginia",1896.38
"81",36.78,-82.54,"virginia","scott","scott, virginia",1627.83
"82",36.84,-82.54,"virginia","scott","scott, virginia",2290.47
"83",36.9,-82.54,"virginia","wise","wise, virginia",3047.88
"84",36.96,-82.54,"virginia","wise","wise, virginia",2524.19
"85",37.02,-82.54,"virginia","wise","wise, virginia",2346.26
"86",37.08,-82.54,"virginia","wise","wise, virginia",1880.14
"87",37.14,-82.54,"virginia","dickenson","dickenson, virginia",1785.26
"88",37.2,-82.54,"virginia","dickenson","dickenson, virginia",2304.64
"89",36.6,-82.48,"virginia","scott","scott, virginia",1632.41
"90",36.66,-82.48,"virginia","scott","scott, virginia",1809.67
"91",36.72,-82.48,"virginia","scott","scott, virginia",1685.3
"92",36.78,-82.48,"virginia","scott","scott, virginia",2168.81
"93",36.84,-82.48,"virginia","scott","scott, virginia",1484.07
"94",36.9,-82.48,"virginia","wise","wise, virginia",2514.34
"95",36.96,-82.48,"virginia","wise","wise, virginia",2406.73
"96",37.02,-82.48,"virginia","dickenson","dickenson, virginia",1989.89
"97",37.08,-82.48,"virginia","dickenson","dickenson, virginia",1986.76
"98",37.14,-82.48,"virginia","dickenson","dickenson, virginia",1722.77
"99",37.2,-82.48,"virginia","dickenson","dickenson, virginia",1544.29
"100",36.6,-82.42,"virginia","scott","scott, virginia",1690.18
"101",36.66,-82.42,"virginia","scott","scott, virginia",1567.06
"102",36.72,-82.42,"virginia","scott","scott, virginia",2049.96
"103",36.78,-82.42,"virginia","scott","scott, virginia",2101.3
"104",36.84,-82.42,"virginia","scott","scott, virginia",1520.85
"105",36.9,-82.42,"virginia","wise","wise, virginia",1582.12
"106",36.96,-82.42,"virginia","wise","wise, virginia",2170.36
"107",37.02,-82.42,"virginia","dickenson","dickenson, virginia",2327.02
"108",37.08,-82.42,"virginia","dickenson","dickenson, virginia",2174.64
"109",37.14,-82.42,"virginia","dickenson","dickenson, virginia",1548.86
"110",37.2,-82.42,"virginia","dickenson","dickenson, virginia",1695.15
"111",36.6,-82.36,"virginia","scott","scott, virginia",1813.36
"112",36.66,-82.36,"virginia","scott","scott, virginia",1609.18
"113",36.72,-82.36,"virginia","scott","scott, virginia",1819.92
"114",36.78,-82.36,"virginia","russell","russell, virginia",2067.95
"115",36.84,-82.36,"virginia","russell","russell, virginia",1634.17
"116",36.9,-82.36,"virginia","wise","wise, virginia",1715.54
"117",36.96,-82.36,"virginia","dickenson","dickenson, virginia",2727.9
"118",37.02,-82.36,"virginia","dickenson","dickenson, virginia",2486.4
"119",37.08,-82.36,"virginia","dickenson","dickenson, virginia",1715.03
"120",37.14,-82.36,"virginia","dickenson","dickenson, virginia",1578.08
"121",37.2,-82.36,"virginia","dickenson","dickenson, virginia",1777.36
"122",37.26,-82.36,"virginia","dickenson","dickenson, virginia",2233.43
"123",36.6,-82.3,"virginia","scott","scott, virginia",2153.59
"124",36.66,-82.3,"virginia","washington","washington, virginia",1639.09
"125",36.72,-82.3,"virginia","washington","washington, virginia",1735.54
"126",36.78,-82.3,"virginia","russell","russell, virginia",1992.59
"127",36.84,-82.3,"virginia","russell","russell, virginia",2324.24
"128",36.9,-82.3,"virginia","russell","russell, virginia",1730.69
"129",36.96,-82.3,"virginia","russell","russell, virginia",1946.38
"130",37.02,-82.3,"virginia","dickenson","dickenson, virginia",2143.48
"131",37.08,-82.3,"virginia","dickenson","dickenson, virginia",2246.86
"132",37.14,-82.3,"virginia","dickenson","dickenson, virginia",1839.53
"133",37.2,-82.3,"virginia","dickenson","dickenson, virginia",1496.12
"134",37.26,-82.3,"virginia","dickenson","dickenson, virginia",1726.88
"135",36.6,-82.24,"virginia","washington","washington, virginia",1779.2
"136",36.66,-82.24,"virginia","washington","washington, virginia",1804.6
"137",36.72,-82.24,"virginia","washington","washington, virginia",1677.82
"138",36.78,-82.24,"virginia","russell","russell, virginia",1988.71
"139",36.84,-82.24,"virginia","russell","russell, virginia",2057.57
"140",36.9,-82.24,"virginia","russell","russell, virginia",1711.96
"141",36.96,-82.24,"virginia","russell","russell, virginia",2246.78
"142",37.02,-82.24,"virginia","dickenson","dickenson, virginia",2492.69
"143",37.08,-82.24,"virginia","dickenson","dickenson, virginia",2061.02
"144",37.14,-82.24,"virginia","dickenson","dickenson, virginia",1842.69
"145",37.2,-82.24,"virginia","dickenson","dickenson, virginia",1639.06
"146",37.26,-82.24,"virginia","buchanan","buchanan, virginia",1566.59
"147",37.32,-82.24,"virginia","buchanan","buchanan, virginia",1701.63
"148",36.6,-82.18,"virginia","washington","washington, virginia",1716.15
"149",36.66,-82.18,"virginia","washington","washington, virginia",2103.35
"150",36.72,-82.18,"virginia","washington","washington, virginia",2249.53
"151",36.78,-82.18,"virginia","russell","russell, virginia",2530.29
"152",36.84,-82.18,"virginia","russell","russell, virginia",2379.11
"153",36.9,-82.18,"virginia","russell","russell, virginia",2500.63
"154",36.96,-82.18,"virginia","russell","russell, virginia",1581.57
"155",37.02,-82.18,"virginia","russell","russell, virginia",2244.61
"156",37.08,-82.18,"virginia","dickenson","dickenson, virginia",2257.14
"157",37.14,-82.18,"virginia","buchanan","buchanan, virginia",1622.79
"158",37.2,-82.18,"virginia","buchanan","buchanan, virginia",1804.41
"159",37.26,-82.18,"virginia","buchanan","buchanan, virginia",2216.15
"160",37.32,-82.18,"virginia","buchanan","buchanan, virginia",1539.61
"161",37.38,-82.18,"virginia","buchanan","buchanan, virginia",1200.43
"162",36.6,-82.12,"virginia","washington","washington, virginia",1875.9
"163",36.66,-82.12,"virginia","washington","washington, virginia",1998.24
"164",36.72,-82.12,"virginia","washington","washington, virginia",2008.2
"165",36.78,-82.12,"virginia","washington","washington, virginia",1820.3
"166",36.84,-82.12,"virginia","russell","russell, virginia",2717.53
"167",36.9,-82.12,"virginia","russell","russell, virginia",2046.46
"168",36.96,-82.12,"virginia","russell","russell, virginia",1512.98
"169",37.02,-82.12,"virginia","russell","russell, virginia",2041.09
"170",37.08,-82.12,"virginia","buchanan","buchanan, virginia",2045.12
"171",37.14,-82.12,"virginia","buchanan","buchanan, virginia",1945.01
"172",37.2,-82.12,"virginia","buchanan","buchanan, virginia",1369.17
"173",37.26,-82.12,"virginia","buchanan","buchanan, virginia",1973.84
"174",37.32,-82.12,"virginia","buchanan","buchanan, virginia",1843.14
"175",37.38,-82.12,"virginia","buchanan","buchanan, virginia",1791.46
"176",36.6,-82.06,"virginia","washington","washington, virginia",1864.21
"177",36.66,-82.06,"virginia","washington","washington, virginia",2040.22
"178",36.72,-82.06,"virginia","washington","washington, virginia",2147.54
"179",36.78,-82.06,"virginia","washington","washington, virginia",1447.96
"180",36.84,-82.06,"virginia","washington","washington, virginia",3871.69
"181",36.9,-82.06,"virginia","russell","russell, virginia",1977.56
"182",36.96,-82.06,"virginia","russell","russell, virginia",2017.7
"183",37.02,-82.06,"virginia","russell","russell, virginia",1995.77
"184",37.08,-82.06,"virginia","buchanan","buchanan, virginia",1798.91
"185",37.14,-82.06,"virginia","buchanan","buchanan, virginia",2067.93
"186",37.2,-82.06,"virginia","buchanan","buchanan, virginia",2002.5
"187",37.26,-82.06,"virginia","buchanan","buchanan, virginia",2167.27
"188",37.32,-82.06,"virginia","buchanan","buchanan, virginia",1867.17
"189",37.38,-82.06,"virginia","buchanan","buchanan, virginia",1392.62
"190",37.44,-82.06,"virginia","buchanan","buchanan, virginia",1611.93
"191",36.6,-82,"virginia","washington","washington, virginia",1810.81
"192",36.66,-82,"virginia","washington","washington, virginia",2158.94
"193",36.72,-82,"virginia","washington","washington, virginia",2102.66
"194",36.78,-82,"virginia","washington","washington, virginia",1965.95
"195",36.84,-82,"virginia","washington","washington, virginia",2370.48
"196",36.9,-82,"virginia","russell","russell, virginia",2031.24
"197",36.96,-82,"virginia","russell","russell, virginia",2102.91
"198",37.02,-82,"virginia","russell","russell, virginia",1899.22
"199",37.08,-82,"virginia","russell","russell, virginia",2505.16
"200",37.14,-82,"virginia","buchanan","buchanan, virginia",2127.48
"201",37.2,-82,"virginia","buchanan","buchanan, virginia",1902.47
"202",37.26,-82,"virginia","buchanan","buchanan, virginia",1842.87
"203",37.32,-82,"virginia","buchanan","buchanan, virginia",1863.19
"204",37.38,-82,"virginia","buchanan","buchanan, virginia",1114.58
"205",37.44,-82,"virginia","buchanan","buchanan, virginia",1340.32
"206",37.5,-82,"virginia","buchanan","buchanan, virginia",1419.19
"207",36.66,-81.94,"virginia","washington","washington, virginia",1892.52
"208",36.72,-81.94,"virginia","washington","washington, virginia",2135.97
"209",36.78,-81.94,"virginia","washington","washington, virginia",2043.88
"210",36.84,-81.94,"virginia","washington","washington, virginia",1867.73
"211",36.9,-81.94,"virginia","russell","russell, virginia",2548.69
"212",36.96,-81.94,"virginia","russell","russell, virginia",2313.56
"213",37.02,-81.94,"virginia","russell","russell, virginia",2003.11
"214",37.08,-81.94,"virginia","russell","russell, virginia",2574.8
"215",37.14,-81.94,"virginia","buchanan","buchanan, virginia",2143.5
"216",37.2,-81.94,"virginia","buchanan","buchanan, virginia",1973.77
"217",37.26,-81.94,"virginia","buchanan","buchanan, virginia",1598.66
"218",37.32,-81.94,"virginia","buchanan","buchanan, virginia",2148.04
"219",36.66,-81.88,"virginia","washington","washington, virginia",1902.57
"220",36.72,-81.88,"virginia","washington","washington, virginia",2129.48
"221",36.78,-81.88,"virginia","washington","washington, virginia",2142.71
"222",36.84,-81.88,"virginia","washington","washington, virginia",1578.36
"223",36.9,-81.88,"virginia","washington","washington, virginia",3274.68
"224",36.96,-81.88,"virginia","russell","russell, virginia",2681.05
"225",37.02,-81.88,"virginia","russell","russell, virginia",2074.59
"226",37.08,-81.88,"virginia","russell","russell, virginia",2239.55
"227",37.14,-81.88,"virginia","tazewell","tazewell, virginia",2724.26
"228",37.2,-81.88,"virginia","buchanan","buchanan, virginia",2240.38
"229",37.26,-81.88,"virginia","buchanan","buchanan, virginia",1967.68
"230",36.66,-81.82,"virginia","washington","washington, virginia",1900.59
"231",36.72,-81.82,"virginia","washington","washington, virginia",1977.1
"232",36.78,-81.82,"virginia","washington","washington, virginia",2161.18
"233",36.84,-81.82,"virginia","washington","washington, virginia",2068.31
"234",36.9,-81.82,"virginia","washington","washington, virginia",2947.17
"235",36.96,-81.82,"virginia","russell","russell, virginia",3672.69
"236",37.02,-81.82,"virginia","russell","russell, virginia",2372.85
"237",37.08,-81.82,"virginia","tazewell","tazewell, virginia",2081.21
"238",37.14,-81.82,"virginia","tazewell","tazewell, virginia",2801.15
"239",37.2,-81.82,"virginia","buchanan","buchanan, virginia",2623.79
"240",37.26,-81.82,"virginia","buchanan","buchanan, virginia",2269.22
"241",36.66,-81.76,"virginia","washington","washington, virginia",2426.05
"242",36.72,-81.76,"virginia","washington","washington, virginia",2104.42
"243",36.78,-81.76,"virginia","washington","washington, virginia",2189.77
"244",36.84,-81.76,"virginia","washington","washington, virginia",2055.02
"245",36.9,-81.76,"virginia","smyth","smyth, virginia",2164.96
"246",36.96,-81.76,"virginia","tazewell","tazewell, virginia",3682.65
"247",37.02,-81.76,"virginia","tazewell","tazewell, virginia",2355.83
"248",37.08,-81.76,"virginia","tazewell","tazewell, virginia",2255.22
"249",37.14,-81.76,"virginia","tazewell","tazewell, virginia",2676.55
"250",37.2,-81.76,"virginia","tazewell","tazewell, virginia",2680.51
"251",37.26,-81.76,"virginia","buchanan","buchanan, virginia",2427.12
"252",36.66,-81.7,"virginia","washington","washington, virginia",3155.92
"253",36.72,-81.7,"virginia","washington","washington, virginia",2185.13
"254",36.78,-81.7,"virginia","washington","washington, virginia",2029.41
"255",36.84,-81.7,"virginia","smyth","smyth, virginia",2340.24
"256",36.9,-81.7,"virginia","smyth","smyth, virginia",2067.47
"257",36.96,-81.7,"virginia","tazewell","tazewell, virginia",3808.16
"258",37.02,-81.7,"virginia","tazewell","tazewell, virginia",2497.28
"259",37.08,-81.7,"virginia","tazewell","tazewell, virginia",2140.89
"260",37.14,-81.7,"virginia","tazewell","tazewell, virginia",2253.09
"261",37.2,-81.7,"virginia","tazewell","tazewell, virginia",2562.65
"262",36.6,-81.64,"virginia","washington","washington, virginia",3628.78
"263",36.66,-81.64,"virginia","washington","washington, virginia",3281.29
"264",36.72,-81.64,"virginia","smyth","smyth, virginia",2440.68
"265",36.78,-81.64,"virginia","smyth","smyth, virginia",2368.2
"266",36.84,-81.64,"virginia","smyth","smyth, virginia",2772.98
"267",36.9,-81.64,"virginia","smyth","smyth, virginia",2235.87
"268",36.96,-81.64,"virginia","tazewell","tazewell, virginia",1887.7
"269",37.02,-81.64,"virginia","tazewell","tazewell, virginia",2327.83
"270",37.08,-81.64,"virginia","tazewell","tazewell, virginia",3079.97
"271",37.14,-81.64,"virginia","tazewell","tazewell, virginia",2113.22
"272",37.2,-81.64,"virginia","tazewell","tazewell, virginia",2022.42
"273",36.6,-81.58,"virginia","grayson","grayson, virginia",3767.47
"274",36.66,-81.58,"virginia","smyth","smyth, virginia",3980.8
"275",36.72,-81.58,"virginia","smyth","smyth, virginia",3471.24
"276",36.78,-81.58,"virginia","smyth","smyth, virginia",2363.61
"277",36.84,-81.58,"virginia","smyth","smyth, virginia",2321.11
"278",36.9,-81.58,"virginia","smyth","smyth, virginia",2463.66
"279",36.96,-81.58,"virginia","smyth","smyth, virginia",1976.79
"280",37.02,-81.58,"virginia","tazewell","tazewell, virginia",3453.11
"281",37.08,-81.58,"virginia","tazewell","tazewell, virginia",3030.2
"282",37.14,-81.58,"virginia","tazewell","tazewell, virginia",2557.12
"283",37.2,-81.58,"virginia","tazewell","tazewell, virginia",2128.19
"284",36.6,-81.52,"virginia","grayson","grayson, virginia",3660.64
"285",36.66,-81.52,"virginia","smyth","smyth, virginia",5252.8
"286",36.72,-81.52,"virginia","smyth","smyth, virginia",3452.46
"287",36.78,-81.52,"virginia","smyth","smyth, virginia",3317.71
"288",36.84,-81.52,"virginia","smyth","smyth, virginia",2251.13
"289",36.9,-81.52,"virginia","smyth","smyth, virginia",2744.19
"290",36.96,-81.52,"virginia","smyth","smyth, virginia",2147.93
"291",37.02,-81.52,"virginia","tazewell","tazewell, virginia",2127.88
"292",37.08,-81.52,"virginia","tazewell","tazewell, virginia",2836.64
"293",37.14,-81.52,"virginia","tazewell","tazewell, virginia",2653.48
"294",37.2,-81.52,"virginia","tazewell","tazewell, virginia",2843.78
"295",36.6,-81.46,"virginia","grayson","grayson, virginia",3039.65
"296",36.66,-81.46,"virginia","grayson","grayson, virginia",4577.82
"297",36.72,-81.46,"virginia","smyth","smyth, virginia",3321.84
"298",36.78,-81.46,"virginia","smyth","smyth, virginia",2609.9
"299",36.84,-81.46,"virginia","smyth","smyth, virginia",2426.79
"300",36.9,-81.46,"virginia","smyth","smyth, virginia",2470.87
"301",36.96,-81.46,"virginia","smyth","smyth, virginia",2231.19
"302",37.02,-81.46,"virginia","tazewell","tazewell, virginia",2568.37
"303",37.08,-81.46,"virginia","tazewell","tazewell, virginia",3269.32
"304",37.14,-81.46,"virginia","tazewell","tazewell, virginia",3033.63
"305",37.2,-81.46,"virginia","tazewell","tazewell, virginia",2808.04
"306",37.26,-81.46,"virginia","tazewell","tazewell, virginia",2647.96
"307",36.6,-81.4,"virginia","grayson","grayson, virginia",3223.28
"308",36.66,-81.4,"virginia","grayson","grayson, virginia",2801.07
"309",36.72,-81.4,"virginia","smyth","smyth, virginia",3584.43
"310",36.78,-81.4,"virginia","smyth","smyth, virginia",2697.73
"311",36.84,-81.4,"virginia","smyth","smyth, virginia",3015.26
"312",36.9,-81.4,"virginia","smyth","smyth, virginia",3084.07
"313",36.96,-81.4,"virginia","smyth","smyth, virginia",2507.11
"314",37.02,-81.4,"virginia","bland","bland, virginia",2451.06
"315",37.08,-81.4,"virginia","tazewell","tazewell, virginia",3880.25
"316",37.14,-81.4,"virginia","tazewell","tazewell, virginia",2724.68
"317",37.2,-81.4,"virginia","tazewell","tazewell, virginia",2782.75
"318",37.26,-81.4,"virginia","tazewell","tazewell, virginia",2816.55
"319",36.6,-81.34,"virginia","grayson","grayson, virginia",2640.38
"320",36.66,-81.34,"virginia","grayson","grayson, virginia",2686.42
"321",36.72,-81.34,"virginia","grayson","grayson, virginia",3449.25
"322",36.78,-81.34,"virginia","smyth","smyth, virginia",2758.29
"323",36.84,-81.34,"virginia","smyth","smyth, virginia",3475.26
"324",36.9,-81.34,"virginia","smyth","smyth, virginia",2538.24
"325",36.96,-81.34,"virginia","wythe","wythe, virginia",2925.31
"326",37.02,-81.34,"virginia","bland","bland, virginia",2584.68
"327",37.08,-81.34,"virginia","tazewell","tazewell, virginia",3256.91
"328",37.14,-81.34,"virginia","tazewell","tazewell, virginia",3162.89
"329",37.2,-81.34,"virginia","tazewell","tazewell, virginia",3932.73
"330",37.26,-81.34,"virginia","tazewell","tazewell, virginia",2413.93
"331",36.6,-81.28,"virginia","grayson","grayson, virginia",2603.53
"332",36.66,-81.28,"virginia","grayson","grayson, virginia",3391.33
"333",36.72,-81.28,"virginia","grayson","grayson, virginia",3081.19
"334",36.78,-81.28,"virginia","smyth","smyth, virginia",2707.62
"335",36.84,-81.28,"virginia","wythe","wythe, virginia",2704.31
"336",36.9,-81.28,"virginia","wythe","wythe, virginia",2559.05
"337",36.96,-81.28,"virginia","wythe","wythe, virginia",2483.86
"338",37.02,-81.28,"virginia","bland","bland, virginia",3618.76
"339",37.08,-81.28,"virginia","bland","bland, virginia",3083.07
"340",37.14,-81.28,"virginia","bland","bland, virginia",2624.44
"341",37.2,-81.28,"virginia","tazewell","tazewell, virginia",3036.15
"342",36.6,-81.22,"virginia","grayson","grayson, virginia",2545.18
"343",36.66,-81.22,"virginia","grayson","grayson, virginia",4294.84
"344",36.72,-81.22,"virginia","grayson","grayson, virginia",2686.49
"345",36.78,-81.22,"virginia","wythe","wythe, virginia",3379.57
"346",36.84,-81.22,"virginia","wythe","wythe, virginia",2514.45
"347",36.9,-81.22,"virginia","wythe","wythe, virginia",2410.93
"348",36.96,-81.22,"virginia","wythe","wythe, virginia",2380.21
"349",37.02,-81.22,"virginia","wythe","wythe, virginia",2727.79
"350",37.08,-81.22,"virginia","bland","bland, virginia",2920.73
"351",37.14,-81.22,"virginia","bland","bland, virginia",3709.35
"352",37.2,-81.22,"virginia","bland","bland, virginia",2298.56
"353",36.6,-81.16,"virginia","grayson","grayson, virginia",2511.83
"354",36.66,-81.16,"virginia","grayson","grayson, virginia",3870.31
"355",36.72,-81.16,"virginia","grayson","grayson, virginia",2592.57
"356",36.78,-81.16,"virginia","wythe","wythe, virginia",3369.29
"357",36.84,-81.16,"virginia","wythe","wythe, virginia",2340.67
"358",36.9,-81.16,"virginia","wythe","wythe, virginia",2370.72
"359",36.96,-81.16,"virginia","wythe","wythe, virginia",2321.86
"360",37.02,-81.16,"virginia","wythe","wythe, virginia",3039.52
"361",37.08,-81.16,"virginia","bland","bland, virginia",2639.47
"362",37.14,-81.16,"virginia","bland","bland, virginia",2274.35
"363",37.2,-81.16,"virginia","bland","bland, virginia",2973.34
"364",37.26,-81.16,"virginia","bland","bland, virginia",3031.76
"365",36.6,-81.1,"virginia","grayson","grayson, virginia",2473.76
"366",36.66,-81.1,"virginia","grayson","grayson, virginia",2888.81
"367",36.72,-81.1,"virginia","grayson","grayson, virginia",2967.58
"368",36.78,-81.1,"virginia","wythe","wythe, virginia",2529.5
"369",36.84,-81.1,"virginia","wythe","wythe, virginia",2330.44
"370",36.9,-81.1,"virginia","wythe","wythe, virginia",2365.51
"371",36.96,-81.1,"virginia","wythe","wythe, virginia",2440.42
"372",37.02,-81.1,"virginia","bland","bland, virginia",2574.13
"373",37.08,-81.1,"virginia","bland","bland, virginia",2556.96
"374",37.14,-81.1,"virginia","bland","bland, virginia",2662.95
"375",37.2,-81.1,"virginia","bland","bland, virginia",2446.67
"376",37.26,-81.1,"virginia","bland","bland, virginia",2461.39
"377",36.6,-81.04,"virginia","grayson","grayson, virginia",2521.98
"378",36.66,-81.04,"virginia","grayson","grayson, virginia",2489.37
"379",36.72,-81.04,"virginia","grayson","grayson, virginia",2632.34
"380",36.78,-81.04,"virginia","wythe","wythe, virginia",2411.43
"381",36.84,-81.04,"virginia","wythe","wythe, virginia",2209.77
"382",36.9,-81.04,"virginia","wythe","wythe, virginia",2981.71
"383",36.96,-81.04,"virginia","wythe","wythe, virginia",2149.88
"384",37.02,-81.04,"virginia","wythe","wythe, virginia",2419.66
"385",37.08,-81.04,"virginia","bland","bland, virginia",3770.83
"386",37.14,-81.04,"virginia","bland","bland, virginia",2608.61
"387",37.2,-81.04,"virginia","bland","bland, virginia",2682.97
"388",37.26,-81.04,"virginia","bland","bland, virginia",2631.96
"389",36.6,-80.98,"virginia","grayson","grayson, virginia",2602.22
"390",36.66,-80.98,"virginia","grayson","grayson, virginia",2199.72
"391",36.72,-80.98,"virginia","grayson","grayson, virginia",2370.05
"392",36.78,-80.98,"virginia","carroll","carroll, virginia",2402.79
"393",36.84,-80.98,"virginia","wythe","wythe, virginia",2183.22
"394",36.9,-80.98,"virginia","wythe","wythe, virginia",2279.08
"395",36.96,-80.98,"virginia","wythe","wythe, virginia",2021.44
"396",37.02,-80.98,"virginia","wythe","wythe, virginia",2487.36
"397",37.08,-80.98,"virginia","bland","bland, virginia",2979.53
"398",37.14,-80.98,"virginia","bland","bland, virginia",2415.09
"399",37.2,-80.98,"virginia","bland","bland, virginia",2191.55
"400",37.26,-80.98,"virginia","giles","giles, virginia",2279.88
"401",36.6,-80.92,"virginia","grayson","grayson, virginia",2528.31
"402",36.66,-80.92,"virginia","carroll","carroll, virginia",2347.64
"403",36.72,-80.92,"virginia","carroll","carroll, virginia",2429.81
"404",36.78,-80.92,"virginia","carroll","carroll, virginia",2124.46
"405",36.84,-80.92,"virginia","wythe","wythe, virginia",2260.13
"406",36.9,-80.92,"virginia","wythe","wythe, virginia",2117.15
"407",36.96,-80.92,"virginia","wythe","wythe, virginia",2138.12
"408",37.02,-80.92,"virginia","wythe","wythe, virginia",2713.46
"409",37.08,-80.92,"virginia","pulaski","pulaski, virginia",2295.73
"410",37.14,-80.92,"virginia","bland","bland, virginia",2201.25
"411",37.2,-80.92,"virginia","giles","giles, virginia",2637.99
"412",37.26,-80.92,"virginia","giles","giles, virginia",3580.48
"413",36.6,-80.86,"virginia","carroll","carroll, virginia",2718.8
"414",36.66,-80.86,"virginia","carroll","carroll, virginia",2735.77
"415",36.72,-80.86,"virginia","carroll","carroll, virginia",2394.55
"416",36.78,-80.86,"virginia","carroll","carroll, virginia",2457.87
"417",36.84,-80.86,"virginia","wythe","wythe, virginia",2257.51
"418",36.9,-80.86,"virginia","wythe","wythe, virginia",1891.35
