"","linenumber","sentiment","method","text","created_at","favorite_count","retweet_count","date"
"495",495,0,"AFINN","Ahead of his trip to Pennsylvania, @realDonaldTrump has achieved energy dominance in America!

Meanwhile, 2020 Democrats continue to run on eliminating the fossil fuel sector and the jobs that go with it. https://t.co/WZHUH4nIqg",2019-08-13 17:34:14,0,6884,"2019-08-13"
"496",496,-4,"AFINN","Put it back up. We are living with a Rigged &amp; Fake Media! https://t.co/ZhanbGCxuX",2019-08-13 17:32:14,60776,19884,"2019-08-13"
"497",497,0,"AFINN","Just landed in Pennsylvania. Looking forward to making a speech on energy. So important!",2019-08-13 17:24:54,49343,9134,"2019-08-13"
"498",498,3,"AFINN","Our Intelligence has informed us that the Chinese Government is moving troops to the Border with Hong Kong. Everyone should be calm and safe!",2019-08-13 17:17:18,89702,25239,"2019-08-13"
"499",499,-1,"AFINN","Many are blaming me, and the United States, for the problems going on in Hong Kong. I can’t imagine why?",2019-08-13 17:11:02,119068,20935,"2019-08-13"
"500",500,0,"AFINN","ALL THE NEWS THAT’S NOT FIT TO PRINT! “The New York Times is no longer the paper we grew up with. It is no longer a news organization. It is now an agenda driven organization out to change the Country (for the worse!).” Michael Goodwin, Highly Respected New York Post Columnist.",2019-08-13 14:53:00,78984,19823,"2019-08-13"
"501",501,0,"AFINN","As usual, China said they were going to be buying “big” from our great American Farmers. So far they have not done what they said. Maybe this will be different!",2019-08-13 14:10:58,54094,11556,"2019-08-13"
"502",502,-9,"AFINN","Would Chris Cuomo be given a Red Flag for his recent rant? Filthy language and a total loss of control. He shouldn’t be allowed to have any weapon. He’s nuts!",2019-08-13 14:04:43,137131,34148,"2019-08-13"
"503",503,0,"AFINN","Thank you Steve! https://t.co/4qwvkUTg5t",2019-08-13 13:38:44,42777,11655,"2019-08-13"
"504",504,-1,"AFINN","Through massive devaluation of their currency and pumping vast sums of money into their system, the tens of billions of dollars that the U.S. is receiving is a gift from China. Prices not up, no inflation. Farmers getting more than China would be spending. Fake News won’t report!",2019-08-13 12:49:05,65960,17038,"2019-08-13"
"505",505,-5,"AFINN","I thought Chris was Fredo also. The truth hurts. Totally lost it! Low ratings @CNN https://t.co/yBpGjt4N1T",2019-08-13 12:38:25,98875,28692,"2019-08-13"
"506",506,0,"AFINN","Thank you John, you are a special guy! https://t.co/yAtCFcNeDL",2019-08-13 12:24:14,63770,11731,"2019-08-13"
"507",507,4,"AFINN","Curt Schilling, a great pitcher and patriot, is considering a run for Congress in Arizona. Terrific!  @foxandfriends",2019-08-13 12:16:45,71520,15340,"2019-08-13"
"508",508,0,"AFINN","Jim Jordan: Why didn't you charge Joseph Mifsud for lying to the FBI?

Robert Mueller: I can’t get into it

This video is a must watch:
#MuellerReport #MuellerHearings https://t.co/54uoGflhk9",2019-08-13 11:57:57,0,10614,"2019-08-13"
"509",509,3,"AFINN","Who won the debate?",2019-08-13 11:55:49,0,5384,"2019-08-13"
"510",510,-1,"AFINN","The more working class Americans know about ""Medicare for All"" the more they reject it. https://t.co/o5YrNTvkTB",2019-08-13 11:52:21,0,7174,"2019-08-13"
"511",511,2,"AFINN","The Trump administration on Monday rolled out some of the broadest changes in decades to enforcement of the landmark Endangered Species Act. https://t.co/uJbSwQJg00",2019-08-13 11:52:06,0,5190,"2019-08-13"
"512",512,2,"AFINN","2020 Democrats have been peddling their socialist policies in Iowa while ignoring something that would help all Iowans:

The #USMCA.

Why won’t they support it?

Because all they do is obstruct @realDonaldTrump.",2019-08-12 22:30:57,0,10853,"2019-08-12"
"513",513,0,"AFINN","President @realDonaldTrump in Iowa

VS. 

Mayor @BilldeBlasio in Iowa https://t.co/BN9eaQyJmI",2019-08-12 22:30:03,0,12557,"2019-08-12"
"514",514,5,"AFINN","President @realDonaldTrump is ensuring that non-citizens do not abuse American's public benefits.

The Public Charge Rule will:

✅Protect public resources
✅Encourage self-sufficiency
✅Preserve the social safety net

This will protect U.S. taxpayers and uphold the rule of law! https://t.co/k4K3IRLSjH",2019-08-12 22:28:29,0,13774,"2019-08-12"
"515",515,-3,"AFINN","The United States is learning much from the failed missile explosion in Russia. We have similar, though more advanced, technology. The Russian “Skyfall” explosion has people worried about the air around the facility, and far beyond. Not good!",2019-08-12 21:26:32,77281,18699,"2019-08-12"
"516",516,0,"AFINN",".@DiamondandSilk on @LouDobbs talking about who's really playing the ""Race Card"" https://t.co/y6Wv2ZyK1E",2019-08-12 19:50:11,0,12429,"2019-08-12"
"517",517,3,"AFINN","Two great and loyal friends! https://t.co/Fo2CLjc9YZ",2019-08-12 19:47:42,140433,29004,"2019-08-12"
"518",518,0,"AFINN",".@USAmbPoland: “Poland meets its 2% of GDP spending obligation towards NATO.  Germany does not.  We would welcome American troops in Germany to come to Poland.” https://t.co/kUfedr176p",2019-08-12 19:38:59,0,8567,"2019-08-12"
"519",519,-2,"AFINN","They call it “Thursday” at the Amazon Washington Post.  

Washington Post 'embarrassed' over gaffe-filled story needing 15 corrections https://t.co/sGpHHAMDQ5 #FoxNews",2019-08-12 19:38:24,0,6801,"2019-08-12"
"520",520,2,"AFINN","Ambassador @RichardGrenell doesn’t waste his time with PR stunts and he doesn’t have to. President Trump has repeatedly praised our Ambassador in Berlin. Spot on Ric. 🇺🇸 https://t.co/UENdOvXfyp",2019-08-12 19:36:06,0,6874,"2019-08-12"
"521",521,1,"AFINN","""No battle is over in a minute. If it is, it wasn't worth fighting.” America's great farmers are standing firmly behind @RealDonaldTrump! https://t.co/5uJQWkz4ZL",2019-08-12 19:33:43,0,13297,"2019-08-12"
"522",522,4,"AFINN","Why is the United States always stuck paying for everyone when prosperous nations don’t pay their fair share? @RichardGrenell is absolutely right. We need to reevaluate commitments all over the world and decide what is best for America first! @realDonaldTrump has been doing this! https://t.co/EKKbOeqavh",2019-08-12 19:33:09,0,12210,"2019-08-12"
"523",523,-1,"AFINN","JUST ANNOUNCED: President @realDonaldTrump will enforce a Clinton-era law to ensure that non-citizens do not abuse our public benefit programs and jeopardize the safety net needed by vulnerable Americans. https://t.co/UrZF4mCP6Q",2019-08-12 19:32:03,0,19048,"2019-08-12"
"524",524,-5,"AFINN","Scaramucci, who like so many others had nothing to do with my Election victory, is only upset that I didn’t want him back in the Administration (where he desperately wanted to be). Also, I seldom had time to return his many calls to me. He just wanted to be on TV!",2019-08-12 19:31:56,82299,16449,"2019-08-12"
"525",525,4,"AFINN","STRONG! ""The American economy is doing very well [under @realDonaldTrump] &amp; wages are up, but we cannot rely on the media or anyone else to share this message with the general public. We need to share it ourselves. There is too much at stake""-@ScottWalker  https://t.co/mjjn5BTlre",2019-08-12 04:03:51,0,13495,"2019-08-12"
"526",526,1,"AFINN","Joe Biden: “Poor kids are just as bright and just as talented as white kids.” https://t.co/YhDSMnoRce",2019-08-12 04:02:50,0,17381,"2019-08-12"
"527",527,0,"AFINN","Thank you NEGOP! https://t.co/S5A24nleW8",2019-08-12 04:01:28,84981,17987,"2019-08-12"
"528",528,3,"AFINN","President @realDonaldTrump has signed the LEGION Act, allowing the @AmericanLegion to extend benefits to 6 million additional veterans! https://t.co/nFElewmWGv",2019-08-12 03:56:14,0,11474,"2019-08-12"
"529",529,2,"AFINN","America's farmers support @realDonaldTrump! https://t.co/nFSkewSUUM",2019-08-12 03:53:11,0,9713,"2019-08-12"
"530",530,-2,"AFINN","While 2020 Democrats like Joe Biden threaten to eliminate all fossil fuels and wipe out Michigan’s auto industry, @realDonaldTrump is putting American workers first.
https://t.co/nGBS96Yx28",2019-08-12 03:52:08,0,8714,"2019-08-12"
"531",531,4,"AFINN","Many incredible things are happening right now for our Country. After years of being ripped off by other nations on both Trade Deals and the Military, things are changing fast. Big progress is being made. America is respected again. KEEP AMERICA GREAT!",2019-08-11 21:42:10,129746,28498,"2019-08-11"
"532",532,-7,"AFINN","..TV talent. Then, during the 2016 Election, I would watch as Joe Scarborough &amp; his very angry Psycho wife(?) would push Donny to the point of total humiliation. He would never fight back because he wanted to stay on TV, even on a very low rated show, all in the name of ambition!",2019-08-11 21:33:00,76423,13734,"2019-08-11"
"533",533,5,"AFINN","So funny to watch Little Donny Deutsch on TV with his own failing show. When I did The Apprentice, Donny would call me (along with @ErinBurnett &amp; others) and BEG to be on that VERY successful show. He had the TV “bug” &amp; I would let him come on though he (&amp; Erin) had very little..",2019-08-11 21:33:00,84052,15556,"2019-08-11"
"534",534,0,"AFINN",".....other than the fact that this Administration has probably done more than any other Administration in its first 2 1/2 years of existence. Anthony, who would do anything to come back in, should remember the only reason he is on TV, and it’s not for being the Mooch!",2019-08-11 02:47:04,96414,17052,"2019-08-11"
"535",535,-2,"AFINN","Anthony Scaramucci, who was quickly terminated (11 days) from a position that he was totally incapable of handling, now seems to do nothing but television as the all time expert on “President Trump.” Like many other so-called television experts, he knows very little about me.....",2019-08-11 02:47:04,118714,22624,"2019-08-11"
"536",536,1,"AFINN","Joe Biden just said, “We believe in facts, not truth.” Does anybody really believe he is mentally fit to be president? We are “playing” in a very big and complicated world. Joe doesn’t have a clue!",2019-08-10 22:44:06,161444,33936,"2019-08-10"
"537",537,-5,"AFINN","Think how wonderful it is to be able to fight back and show, to so many, how totally dishonest the Fake News Media really is. It may be the most corrupt and disgusting business (almost) there is! MAKE AMERICA GREAT AGAIN!",2019-08-10 22:27:44,152193,35218,"2019-08-10"
"538",538,-9,"AFINN","Died of SUICIDE on 24/7 SUICIDE WATCH ? Yeah right! How does that happen

#JefferyEpstein had information on Bill Clinton &amp; now he’s dead

I see #TrumpBodyCount trending but we know who did this! 

RT if you’re not Surprised

#EpsteinSuicide #ClintonBodyCount #ClintonCrimeFamily https://t.co/Y9tGAWaAxX",2019-08-10 22:01:56,0,70065,"2019-08-10"
"539",539,2,"AFINN","BREAKING: Documents were unsealed yesterday revealing that top Democrats, including Bill Clinton, took private trips to Jeffrey Epstein’s “pedophilia island”",2019-08-10 22:01:25,0,32514,"2019-08-10"
"540",540,3,"AFINN","China wants to make a deal so badly. Thousands of companies are leaving because of the Tariffs, they must stem the flow. At the same time China may be hoping for a Democrat to win so they could continue the great ripoff of America, &amp; the theft of hundreds of Billions of $’s!",2019-08-10 21:58:09,81693,19049,"2019-08-10"
"541",541,2,"AFINN","....cause big disruption by going to Manhattan. Working almost all of the time, including evenings. Don’t have to be in W.H. to do that...And sooo many other false statements. He is right about one thing, though. I will win again in 2020. Otherwise, he pays 95% in taxes!",2019-08-10 21:48:36,115121,20365,"2019-08-10"
"542",542,-6,"AFINN","Got to see, by accident, wacko comedian Bill Maher’s show - So many lies. He said patients in El Paso hospital didn’t want to meet with me. Wrong! Had really great meetings with numerous patients. Said I was on vacation. Wrong! Long planned fix up of W.H., stay here rather than..",2019-08-10 21:48:36,119154,22665,"2019-08-10"
"543",543,-5,"AFINN","Never has the press been more inaccurate, unfair or corrupt! We are not fighting the Democrats, they are easy, we are fighting the seriously dishonest and unhinged Lamestream Media. They have gone totally CRAZY. MAKE AMERICA GREAT AGAIN!",2019-08-10 12:07:34,168622,40336,"2019-08-10"
"544",544,2,"AFINN","....also a small apology for testing the short range missiles, and that this testing would stop when the exercises end. I look forward to seeing Kim Jong Un in the not too distant future! A nuclear free North Korea will lead to one of the most successful countries in the world!",2019-08-10 11:58:57,108595,18749,"2019-08-10"
"545",545,-3,"AFINN","In a letter to me sent by Kim Jong Un, he stated, very nicely, that he would like to meet and start negotiations as soon as the joint U.S./South Korea joint exercise are over. It was a long letter, much of it complaining about the ridiculous and expensive exercises. It was.....",2019-08-10 11:58:57,109160,20571,"2019-08-10"
"546",546,-12,"AFINN","Maggie Haberman of the Failing @nytimes reported that I was annoyed by the lack of cameras inside the hospitals in Dayton &amp; El Paso, when in fact I was the one who stated, very strongly, that I didn’t want the Fake News inside &amp; told my people NOT to let them in. Fake reporting!",2019-08-10 11:40:48,127236,31066,"2019-08-10"
"547",547,3,"AFINN","Thanks to the unhinged mob on the left, @realDonaldTrump raised $12M today, $2M more than originally expected.

The support for our President is unprecedented and growing!",2019-08-09 20:36:30,0,25554,"2019-08-09"
"548",548,-11,"AFINN","....to inflame and cause chaos. They create their own violence, and then try to blame others. They are the true Racists, and are very bad for our Country!",2019-08-09 18:44:15,147395,31940,"2019-08-09"
"549",549,-9,"AFINN","Liberal Hollywood is Racist at the highest level, and with great Anger and Hate! They like to call themselves “Elite,” but they are not Elite. In fact, it is often the people that they so strongly oppose that are actually the Elite. The movie coming out is made in order....",2019-08-09 18:44:15,156408,36900,"2019-08-09"
"550",550,-1,"AFINN","....mentally ill or deranged people. I am the biggest Second Amendment person there is, but we all must work together for the good and safety of our Country. Common sense things can be done that are good for everyone!",2019-08-09 12:03:22,106714,17587,"2019-08-09"
"551",551,6,"AFINN","Serious discussions are taking place between House and Senate leadership  on meaningful Background Checks. I have also been speaking to the NRA, and others, so that their very strong views can be fully represented and respected. Guns should not be placed in the hands of.....",2019-08-09 12:03:22,104088,19287,"2019-08-09"
"552",552,0,"AFINN","Imagine living in a time when a national newspaper revises its front page headline because the lefties can’t handle truth.

Are @NYT journalists OR reader-pleasers? There to punch for truth or pleasure for clicks?

Trump urges unity vs racism is ACCURATE https://t.co/12MPxFHsjj",2019-08-09 11:41:25,0,14106,"2019-08-09"
"553",553,-4,"AFINN","LISTEN to my chat with Maggie Haberman from the failing @NYT

‘Why has the failing NYT changed its headline?’

 #SoundCloud #np https://t.co/xwDkqRWJWL",2019-08-09 11:40:51,0,7621,"2019-08-09"
"554",554,-7,"AFINN","Retweet if you see @IlhanMN GETS A PASS By The Media says @TuckerCarlson!

""Media ignores @Ilhan Omar's Tax Fraud with someone she wasn't married to! Omar's Marriage History can't be verified by local reporters on accusations she married her brother to skip our immigration laws!"" https://t.co/uQuxFyivi4",2019-08-09 11:35:12,0,25760,"2019-08-09"
"555",555,0,"AFINN","Border Patrol took us to the border itself, including a boat patrol of the Rio Grande River.
 
We saw Mexican government authorities patrolling. Border Patrol told us this was a direct result of the Trump Administration’s efforts to work with Mexico. https://t.co/OlLqDU5kZW",2019-08-09 03:42:59,0,11644,"2019-08-09"
"556",556,-7,"AFINN","Rod Blagojevich, the former Governor of Illinois, was sentenced to 14 years in prison. He has served 7 years. Many people have asked that I study the possibility of commuting his sentence in that it was a very severe one. White House staff is continuing the review of this matter.",2019-08-08 23:55:17,67882,14082,"2019-08-08"
"557",557,-3,"AFINN","....career in the military, retiring from the U.S. Navy in 2010. He commanded at every level, including the Naval Special Warfare Command. He has also served as a National Security Fellow at Harvard University. I have no doubt he will do a great job!",2019-08-08 23:12:35,76994,13915,"2019-08-08"
"558",558,5,"AFINN","I am pleased to inform you that the Honorable Joseph Maguire, current Director of the National Counterterrorism Center, will be named Acting Director of National Intelligence, effective August 15th. Admiral Maguire has a long and distinguished....",2019-08-08 23:12:35,94281,18902,"2019-08-08"
"559",559,0,"AFINN","....coincides with the retirement of Dan Coats. A new Acting Director of National Intelligence will be named shortly.",2019-08-08 22:19:42,59845,10460,"2019-08-08"
"560",560,0,"AFINN","Sue Gordon is a great professional with a long and distinguished career. I have gotten to know Sue over the past 2 years and have developed great respect for her. Sue has announced she will be leaving on August 15, which....",2019-08-08 22:19:42,67250,11963,"2019-08-08"
"561",561,2,"AFINN","....I know Emmanuel means well, as do all others, but nobody speaks for the United States but the United States itself. No one is authorized in any way, shape, or form, to represent us!",2019-08-08 17:51:20,88786,18181,"2019-08-08"
"562",562,-5,"AFINN","Iran is in serious financial trouble. They want desperately to talk to the U.S., but are given mixed signals from all of those purporting to represent us, including President Macron of France....",2019-08-08 17:51:19,92839,20308,"2019-08-08"
"563",563,2,"AFINN","....in the world, there is nobody even close, but unfortunately the same cannot be said about our Federal Reserve. They have called it wrong at every step of the way, and we are still winning. Can you imagine what would happen if they actually called it right?",2019-08-08 14:38:17,77266,15233,"2019-08-08"
"564",564,4,"AFINN","....John Deere, our car companies, &amp; others, to compete on a level playing field. With substantial Fed Cuts (there is no inflation) and no quantitative tightening, the dollar will make it possible for our companies to win against any competition. We have the greatest companies...",2019-08-08 14:38:17,72592,14119,"2019-08-08"
"565",565,6,"AFINN","As your President, one would think that I would be thrilled with our very strong dollar. I am not! The Fed’s high interest rate level, in comparison to other countries, is keeping the dollar high, making it more difficult for our great manufacturers like Caterpillar, Boeing,.....",2019-08-08 14:38:16,95530,20606,"2019-08-08"
"566",566,-1,"AFINN","....I am so amazed that MSNBC &amp; CNN can keep putting on, over and over again, people that have no idea what I am all about, and yet they speak as experts on “Trump.” Same people since long before the 2016 Election, and how did that work out for the Haters and Losers. Not well!",2019-08-08 04:20:03,110889,19675,"2019-08-08"
"567",567,-12,"AFINN","Just watched a world class loser, Tim O’Brien, who I haven’t seen or spoken to in many years, &amp; knows NOTHING about me except that he wrote a failed hit piece book about me 15 years ago. Fired like a dog from other jobs? Saw him on Lyin’ Brian Williams Trump Slam Show. Bad TV....",2019-08-08 04:20:03,110874,19638,"2019-08-08"
"568",568,0,"AFINN","My time spent in Dayton and El Paso with some of the greatest people on earth. Thank you for a job well done! https://t.co/TNVDGhxOpo",2019-08-08 03:02:31,121356,25737,"2019-08-08"
"569",569,3,"AFINN","Incredible afternoon in El Paso, Texas. We love you, and are with you, all the way! https://t.co/pTNhHapx86",2019-08-08 01:43:24,103811,24150,"2019-08-08"
"570",570,-8,"AFINN","The Dems new weapon is actually their old weapon, one which they never cease to use when they are down, or run out of facts, RACISM! They are truly disgusting! They even used it on Nancy Pelosi. I will be putting out a list of all people who have been so (ridiculously) accused!",2019-08-08 00:48:44,110877,28775,"2019-08-08"
"571",571,-4,"AFINN","Leaving El Paso for the White House. What GREAT people I met there and in Dayton, Ohio. The Fake News worked overtime trying to disparage me and the two trips, but it just didn’t work. The love, respect &amp; enthusiasm were there for all to see. They have been through so much. Sad!",2019-08-08 00:31:52,101271,21429,"2019-08-08"
"572",572,-4,"AFINN","I don’t know who Joaquin Castro is other than the lesser brother of a failed presidential candidate (1%) who makes a fool of himself every time he opens his mouth. Joaquin is not the man that his brother is, but his brother, according to most, is not much. Keep fighting Joaquin!",2019-08-08 00:23:47,112689,23036,"2019-08-08"
"573",573,NA,NA,"https://t.co/RCcXfhUwP3",2019-08-07 20:36:45,71841,13435,"2019-08-07"
"574",574,0,"AFINN","The people I met today in Dayton are the finest anywhere! https://t.co/sBxKZWExcR",2019-08-07 20:25:17,101447,19495,"2019-08-07"
"575",575,3,"AFINN","We love you Dayton, Ohio! https://t.co/IaCZAdyuzL",2019-08-07 20:02:37,106893,24300,"2019-08-07"
"576",576,-4,"AFINN","Watching Fake News CNN is better than watching Shepard Smith, the lowest rated show on @FoxNews. Actually, whenever possible, I turn to @OANN!",2019-08-07 19:55:40,89463,23306,"2019-08-07"
"577",577,1,"AFINN","....misrepresenting what took place inside of the hospital. Their news conference after I left for El Paso was a fraud. It bore no resemblance to what took place with those incredible people that I was so lucky to meet and spend time with. They were all amazing!o",2019-08-07 19:48:28,103412,20423,"2019-08-07"
"578",578,3,"AFINN","Just left Dayton, Ohio, where I met with the Victims &amp; families, Law Enforcement, Medical Staff &amp; First Responders. It was a warm &amp; wonderful visit. Tremendous enthusiasm &amp; even Love. Then I saw failed Presidential Candidate (0%) Sherrod Brown &amp; Mayor Whaley totally.....",2019-08-07 19:48:27,108381,21455,"2019-08-07"
"579",579,3,"AFINN","President @realDonaldTrump with the incredible medical staff at Miami Valley Hospital in Dayton, Ohio today. Some extremely powerful moments throughout the entire visit, with so much enthusiasm and love, contrary to what the Trump Hating Dems would ever share or say. https://t.co/Wpvf2zPDRd",2019-08-07 19:36:33,0,16376,"2019-08-07"
"580",580,-5,"AFINN","Watching Sleepy Joe Biden making a speech. Sooo Boring! The LameStream Media will die in the ratings and clicks with this guy. It will be over for them, not to mention the fact that our Country will do poorly with him. It will be one big crash, but at least China will be happy!",2019-08-07 19:01:41,74299,16835,"2019-08-07"
"581",581,-5,"AFINN","Senate Dems spent months launching false accusations in an attempt to smear #JusticeKavanaugh’s reputation &amp; block his confirmation to the U.S. Supreme Court, &amp; now House Dems want to follow suit with yet another fishing expedition to tarnish his good name. Full statement → https://t.co/6Lmw1kShzY",2019-08-07 18:43:10,0,9777,"2019-08-07"
"582",582,8,"AFINN","Today, we honor all of our Country’s Purple Heart recipients, their loved ones, and our Gold Star Families for their immeasurable sacrifice. These American Patriots represent the unyielding and unmatched strength and determination of the U.S. Armed Forces: https://t.co/EVhPJD5azu https://t.co/fcQMg9JI4q",2019-08-07 14:46:37,56381,14161,"2019-08-07"
"583",583,3,"AFINN","....terrible thing to watch, especially when things could be taken care of sooo easily. We will WIN anyway, but it would be much easier if the Fed understood, which they don’t, that we are competing against other countries, all of whom want to do well at our expense!",2019-08-07 12:46:24,73344,15032,"2019-08-07"
"584",584,-8,"AFINN","....proud to admit their mistake of acting too fast and tightening too much (and that I was right!). They must Cut Rates bigger and faster, and stop their ridiculous quantitative tightening NOW. Yield curve is at too wide a margin, and no inflation! Incompetence is a.....",2019-08-07 12:46:23,70532,14395,"2019-08-07"
"585",585,-2,"AFINN","“Three more Central Banks cut rates.” Our problem is not China - We are stronger than ever, money is pouring into the U.S. while China is losing companies by the thousands to other countries, and their currency is under siege - Our problem is a Federal Reserve that is too.....",2019-08-07 12:46:22,85605,19272,"2019-08-07"
"586",586,0,"AFINN","“Meanwhile, the Dayton, Ohio, shooter had a history of supporting political figures like Bernie Sanders, Elizabeth Warren, and ANTIFA.” @OANN  I hope other news outlets will report this as opposed to Fake News. Thank you!",2019-08-07 10:58:16,106769,31831,"2019-08-07"
"587",587,3,"AFINN","..”This is an astounding development in journalism. I’ve never seen it happen before, I’ve just never seen anything like this! Is that journalism today? I don’t think so!” Mark Penn, Former Clinton Advisor. @TuckerCarlson After 3 years I almost got a good headline from the Times!",2019-08-07 10:32:14,73647,15962,"2019-08-07"
"588",588,-13,"AFINN","“Trump Urges Unity Vs. Racism,” was the correct description in the first headline by the Failing New York Times, but it was quickly changed to, “Assailing Hate But Not Guns,” after the Radical Left Democrats went absolutely CRAZY! Fake News - That’s what we’re up against...",2019-08-07 10:32:14,91757,22408,"2019-08-07"
"589",589,5,"AFINN","...Talks have begun to further increase payments to the United States. South Korea is a very wealthy nation that now feels an obligation to contribute to the military defense provided by the United States of America. The relationship between the two countries is a very good one!",2019-08-07 10:21:11,87971,15179,"2019-08-07"
"590",590,2,"AFINN","South Korea has agreed to pay substantially more money to the United States in order to defend itself from North Korea. Over the past many decades, the U.S. has been paid very little by South Korea, but last year, at the request of President Trump, South Korea paid $990,000,000..",2019-08-07 10:21:11,104476,20842,"2019-08-07"
"591",591,-7,"AFINN","Beto (phony name to indicate Hispanic heritage) O’Rourke, who is embarrassed by my last visit to the Great State of Texas, where I trounced him, and is now even more embarrassed by polling at 1% in the Democrat Primary, should respect the victims &amp; law enforcement - &amp; be quiet!",2019-08-07 03:57:13,140466,32381,"2019-08-07"
"592",592,-9,"AFINN","....Amendment.” John Yoo. @IngrahamAngle  Former Governor Jerry Brown vetoed the same bill in that it was ridiculous and totally unconstitutional. Just more of the record setting Presidential Harassment. Don’t feel badly, New York State is far worse!",2019-08-07 03:41:25,75671,15642,"2019-08-07"
"593",593,-1,"AFINN","“California is trying to meddle with a ballot in order to oppose President Trump, and it’s clearly something California is not allowed to do. It violates the right of the Republican Party, or any party, to choose its leaders under the Free Speech clause, and under the 14th.....",2019-08-07 03:41:25,98566,23125,"2019-08-07"
"594",594,-6,"AFINN","Will be going to Dayton, Ohio and El Paso, Texas, tomorrow to meet with First Responders, Law Enforcement, and some of the victims of the terrible shootings.",2019-08-06 20:57:30,117989,22073,"2019-08-06"
"595",595,-10,"AFINN","...in 2020.” Lou Dobbs stated that this is a fraud on the American public. @peterschweizer stated with certainty that they suppressed negative stories on Hillary Clinton, and boosted negative stories on Donald Trump. All very illegal. We are watching Google very closely!",2019-08-06 17:51:24,80795,18448,"2019-08-06"
"596",596,-3,"AFINN","... are NOT planning to illegally subvert the 2020 Election despite all that has been said to the contrary. It all sounded good until I watched Kevin Cernekee, a Google engineer, say terrible things about what they did in 2016 and that they want to “Make sure that Trump losses...",2019-08-06 17:51:23,69565,15674,"2019-08-06"
"597",597,-1,"AFINN",".@sundarpichai of Google was in the Oval Office working very hard to explain how much he liked me, what a great job the Administration is doing, that Google was not involved with China’s military, that they didn’t help Crooked Hillary over me in the 2016 Election, &amp; that they...",2019-08-06 17:51:23,79783,18469,"2019-08-06"
"598",598,0,"AFINN","Thank you @JimCramer @CNBC! https://t.co/DW7HDA0WEK",2019-08-06 16:28:23,48738,13143,"2019-08-06"
"599",599,4,"AFINN","Thank you Mr. Wonderful, I like you too! @kevinolearytv @CNBC https://t.co/8n5qcTVSp2",2019-08-06 16:24:54,52598,13452,"2019-08-06"
"600",600,-2,"AFINN","As they have learned in the last two years, our great American Farmers know that China will not be able to hurt them in that their President has stood with them and done what no other president would do - And I’ll do it again next year if necessary!",2019-08-06 12:36:44,97600,19830,"2019-08-06"
"601",601,7,"AFINN","Massive amounts of money from China and other parts of the world is pouring into the United States for reasons of safety, investment, and interest rates! We are in a very strong position. Companies are also coming to the U.S. in big numbers. A beautiful thing to watch!",2019-08-06 12:00:41,83132,19020,"2019-08-06"
"602",602,-2,"AFINN","As we commemorate #DDay75, let us give thanks for the valiant Allied soldiers who helped turn the tide of the Second World War on that fateful day. https://t.co/mDaOLrSdqp",2019-08-06 11:00:37,0,8002,"2019-08-06"
"603",603,-2,"AFINN","My statement regarding President Trump's call for bipartisan, bicameral cooperation following the mass murders in El Paso, Texas and Dayton, Ohio. 
https://t.co/Rz6moSkwY6 https://t.co/OcAnArpF5t",2019-08-06 10:59:43,0,7485,"2019-08-06"
"604",604,-8,"AFINN","“It’s political season and the election is around the corner. They want to continue to push that racist narrative.” @ainsleyearhardt @foxandfriends  And I am the least racist person. Black, Hispanic and Asian Unemployment is the lowest (BEST) in the history of the United States!",2019-08-06 10:57:12,71372,17392,"2019-08-06"
"605",605,-2,"AFINN","“Did George Bush ever condemn President Obama after Sandy Hook. President Obama had 32 mass shootings during his reign. Not many people said Obama is out of Control. Mass shootings were happening before the President even thought about running for Pres.” @kilmeade @foxandfriends",2019-08-06 10:47:43,118360,35268,"2019-08-06"
"606",606,0,"AFINN","Thank you @PeterSchweizer! https://t.co/TZxmiouWOm",2019-08-06 02:04:47,49771,14516,"2019-08-06"
"607",607,0,"AFINN","Check out what @Google is up to for the 2020 election! #KAG2020 https://t.co/roM2WNmUSP",2019-08-06 01:33:03,68131,28331,"2019-08-06"
"608",608,0,"AFINN","Thank you @LouDobbs and Tom Homan! https://t.co/VC1oNdcLEy",2019-08-06 01:23:10,59435,15400,"2019-08-06"
"609",609,0,"AFINN","We must honor the sacred memory of those we have lost by acting as ONE PEOPLE. Open wounds cannot heal if we are divided. We must seek real, bipartisan solutions that will truly make America safer and better for all. https://t.co/ADvMn9HZW7",2019-08-05 18:12:11,70970,17325,"2019-08-05"
"610",610,-6,"AFINN","Today, I am also directing the Department of Justice to propose legislation ensuring that those who commit hate crimes and mass murders face the DEATH PENALTY - and that this capital punishment be delivered quickly, decisively, and without years of needless delay. https://t.co/BDXdpelK7F",2019-08-05 17:10:05,132868,32359,"2019-08-05"
"611",611,-1,"AFINN","The First Lady and I join all Americans in praying and grieving for the victims, their families, and the survivors. We will stand by their side FOREVER! https://t.co/zOQLvAuXoh",2019-08-05 16:51:23,70691,15586,"2019-08-05"
"612",612,-4,"AFINN","China is intent on continuing to receive the hundreds of Billions of Dollars they have been taking from the U.S. with unfair trade practices and currency manipulation. So one-sided, it should have been stopped many years ago!",2019-08-05 16:00:14,71290,15851,"2019-08-05"
"613",613,-7,"AFINN","....used currency manipulation to steal our businesses and factories, hurt our jobs, depress our workers’ wages and harm our farmers’ prices. Not anymore!",2019-08-05 15:58:59,82266,14972,"2019-08-05"
